composer,score,leitmotif,match_class,combined_score,interval_sim,contour_sim,rhythm_sim,start_note_idx,end_note_idx,edit_distance
max_steiner,The Caine Mutiny March – Max Steiner,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,436,442,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,Sword_motif,strong,0.6,0.5,0.8333,0.5,240,247,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,199,205,0
max_steiner,The Adventures of Don Juan Suite,Ring_motif,strong,0.6,0.5714,0.5714,0.7143,289,297,0
john_williams,The Tale of Viktor Navorski (John Williams),SiblingsLove_motif,strong,0.6,0.5,0.8333,0.5,133,140,0
max_steiner,"Now, Voyager Suite – Max Steiner",SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,144,150,0
max_steiner,The Charge of The Light Brigade  -  Overture _ Max Steiner,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,230,236,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold Robin enters The Great Hall,Ride_motif,strong,0.6,0.4,0.8,0.8,37,43,0
ennio_morricone,Mon nom est personne - Ennio Morricone,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,158,164,0
ennio_morricone,Mon nom est personne - Ennio Morricone,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,60,66,0
ennio_morricone,Malena by Ennio Morricone _ Viola and piano,Sword_motif,strong,0.6,0.3333,1.0,0.6667,108,115,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Ride_motif,strong,0.6,0.4,0.8,0.8,391,397,0
ennio_morricone,Love theme - Ennio Morricone,Horn_motif,strong,0.6,0.5,0.7,0.7,85,96,0
ennio_morricone,La Califfa - Ennio Morricone,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,79,85,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold Robin enters The Great Hall,Ride_motif,strong,0.6,0.4,0.8,0.8,86,92,0
howard_shore,The Shire,SwirlingBlaze_motif,strong,0.6,0.6,0.6,0.6,6,12,0
erich_wolfgang_korngold,Wedding March from _Midsummer Nigt's Dream_ (F.Mendelssohn),Sword_motif,strong,0.6,0.5,0.8333,0.5,76,83,0
erich_wolfgang_korngold,Wedding March from _Midsummer Nigt's Dream_ (F.Mendelssohn),SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,114,120,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Sword_motif,strong,0.6,0.3333,1.0,0.6667,167,174,0
erich_wolfgang_korngold,The Sea Hawk – Erich Wolfgang Korngold Leitmotifs,SwirlingBlaze_motif,strong,0.6,0.6,0.6,0.6,14,20,0
ennio_morricone,Ennio Morricone - Poverty,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,28,34,0
ennio_morricone,Ennio Morricone - Poverty,SiblingsLove_motif,strong,0.6,0.5,0.5,1.0,222,229,0
ennio_morricone,Ennio Morricone - Poverty,SiblingsLove_motif,strong,0.6,0.5,0.8333,0.5,101,108,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Nibelungs_motif,strong,0.6,0.5,0.5,1.0,252,261,0
ennio_morricone,Mon nom est personne - Ennio Morricone,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,113,119,0
ennio_morricone,Mon nom est personne - Ennio Morricone,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,238,244,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Nibelungs_motif,strong,0.6,0.5,0.5,1.0,272,281,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,moderate,0.6,0.6,1.0,0.0,95,101,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Nibelungs_motif,strong,0.6,0.5,0.5,1.0,371,380,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,Ride_motif,strong,0.6,0.4,0.8,0.8,411,417,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,Ride_motif,strong,0.6,0.4,0.8,0.8,422,428,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,SiblingsLove_motif,strong,0.6,0.5,0.8333,0.5,424,431,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,SwirlingBlaze_motif,strong,0.6,0.6,0.6,0.6,51,57,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,SiblingsLove_motif,strong,0.6,0.3333,1.0,0.6667,113,120,0
ennio_morricone,The Good The Bad and The Ugly,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,168,174,0
howard_shore,At the battle of Minas Tirith,Nibelungs_motif,strong,0.6,0.5,0.5,1.0,26,35,0
howard_shore,At the battle of Minas Tirith,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,15,21,0
howard_shore,At the battle of Minas Tirith,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,53,59,0
howard_shore,At the battle of Minas Tirith,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,81,87,0
ennio_morricone,The Good The Bad and The Ugly,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,52,58,0
ennio_morricone,The Good The Bad and The Ugly,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,19,25,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,219,225,0
ennio_morricone,Playing Love – The Legend of 1900,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,197,203,0
ennio_morricone,Ennio Morricone - Poverty,SiblingsLove_motif,strong,0.6,0.5,0.5,1.0,84,91,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,Ride_motif,strong,0.6,0.4,0.8,0.8,116,122,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Nibelungs_motif,strong,0.6,0.5,0.5,1.0,347,356,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,92,98,0
john_williams,Indiana Jones and The Last Crusade – John Williams,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,20,26,0
ennio_morricone,Deborah's Theme - C'era una volta in America (Once upon a time in America),SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,118,124,0
ennio_morricone,Deborah's Theme - C'era una volta in America (Once upon a time in America),SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,16,22,0
ennio_morricone,Deborah's Theme - C'era una volta in America (Once upon a time in America),Ride_motif,strong,0.6,0.4,0.8,0.8,131,137,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,411,417,0
ennio_morricone,Deborah's Theme - C'era una volta in America (Once upon a time in America),Ride_motif,strong,0.6,0.4,0.8,0.8,29,35,0
ennio_morricone,A Fistful of Dollars (Morricone),SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,77,83,0
ennio_morricone,A Fistful of Dollars (Morricone),SiblingsLove_motif,strong,0.6,0.5,0.8333,0.5,61,68,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,SwirlingBlaze_motif,strong,0.6,0.4,0.8,0.8,58,64,0
john_williams,John William - Jurassic Park Theme,Nibelungs_motif,strong,0.6,0.5,0.75,0.625,721,730,0
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,Ride_motif,strong,0.6,0.4,0.8,0.8,25,31,0
ennio_morricone,Ennio Morricone - Poverty,Nibelungs_motif,strong,0.6,0.625,0.625,0.5,99,108,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),NibelungsHate_motif,strong,0.5917,0.5,0.75,0.5833,193,206,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),NibelungsHate_motif,strong,0.5917,0.5,0.75,0.5833,56,69,0
ennio_morricone,Cinema Paradiso (Morricone),Horn_motif,strong,0.59,0.5,0.6,0.8,104,115,0
max_steiner,Gone With The Wind Suite – Max Steiner,Horn_motif,strong,0.59,0.5,0.8,0.5,1384,1395,0
john_williams,John William - Jurassic Park Theme,Horn_motif,strong,0.59,0.5,0.6,0.8,707,718,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,125,134,0
john_williams,John William - Jurassic Park Theme,Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,637,646,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,308,317,0
max_steiner,Johnny Belinda Suite – Max Steiner,Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,1,10,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,345,354,0
ennio_morricone,La Califfa - Ennio Morricone,Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,17,26,0
max_steiner,Gone With The Wind Suite – Max Steiner,Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,2827,2836,0
max_steiner,Gone With The Wind Suite – Max Steiner,Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,3927,3936,0
ennio_morricone,A Fistful of Dollars (Morricone),Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,198,207,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,463,472,0
ennio_morricone,La Califfa - Ennio Morricone,Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,60,69,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,90,99,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,57,66,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,126,135,0
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,125,134,0
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,85,94,0
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,57,66,0
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),Nibelungs_motif,strong,0.5875,0.5,0.625,0.75,17,26,0
max_steiner,"Tara's Theme – Mack Discant, Max Steiner, Percy Faith Tara's Theme - Max Steiner",Ring_motif,strong,0.5857,0.4286,0.5714,1.0,0,8,0
ennio_morricone,Malena by Ennio Morricone _ Viola and piano,Ring_motif,moderate,0.5857,0.2857,1.0,0.7143,27,35,0
john_williams,Omaha Beach (Saving Private Ryan) by John Williams_,Ring_motif,strong,0.5857,0.4286,0.5714,1.0,90,98,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Ring_motif,strong,0.5857,0.4286,0.5714,1.0,258,266,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Ring_motif,strong,0.5857,0.4286,0.5714,1.0,160,168,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ring_motif,strong,0.5857,0.4286,0.8571,0.5714,1664,1672,0
john_williams,John Williams - The Hunt (Piano Solo),NibelungsHate_motif,strong,0.5833,0.5,0.6667,0.6667,501,514,0
john_williams,John Williams - The Hunt (Piano Solo),NibelungsHate_motif,strong,0.5833,0.5,0.6667,0.6667,288,301,0
erich_wolfgang_korngold,The Adventures of Robin Hood -  Finale,NibelungsHate_motif,strong,0.5833,0.4167,0.75,0.75,16,29,0
john_williams,John Williams - The Hunt (Piano Solo),NibelungsHate_motif,strong,0.5833,0.5,0.6667,0.6667,138,151,0
john_williams,Flying Theme E. T. - John Williams,Horn_motif,strong,0.58,0.4,0.6,1.0,262,273,0
john_williams,Flying Theme E. T. - John Williams,Horn_motif,strong,0.58,0.4,0.8,0.7,21,32,0
john_williams,Flying Theme E. T. - John Williams,Horn_motif,strong,0.58,0.4,0.6,1.0,292,303,0
max_steiner,Gone With The Wind Suite – Max Steiner,Horn_motif,strong,0.58,0.4,0.8,0.7,1664,1675,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,Horn_motif,strong,0.58,0.4,0.6,1.0,247,258,0
john_williams,The Chairman's Walz (from Memoirs of a Geisha),Horn_motif,strong,0.58,0.4,0.8,0.7,99,110,0
howard_shore,La comarca – Howard Shore,Nibelungs_motif,strong,0.575,0.5,0.5,0.875,55,64,0
howard_shore,La comarca – Howard Shore,Nibelungs_motif,strong,0.575,0.5,0.5,0.875,217,226,0
max_steiner,Gone With The Wind Suite – Max Steiner,Nibelungs_motif,strong,0.575,0.5,0.75,0.5,3385,3394,0
ennio_morricone,The Good The Bad and The Ugly,NibelungsHate_motif,strong,0.575,0.5,0.5833,0.75,132,145,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,Nibelungs_motif,strong,0.575,0.375,0.625,1.0,107,116,0
ennio_morricone,A Fistful of Dollars (Morricone),NibelungsHate_motif,strong,0.575,0.4167,0.6667,0.8333,193,206,0
max_steiner,The Charge of The Light Brigade  -  Overture _ Max Steiner,Nibelungs_motif,moderate,0.575,0.625,0.875,0.0,196,205,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Nibelungs_motif,strong,0.575,0.375,0.625,1.0,166,175,0
ennio_morricone,Here's to you - Ennio Morricone,Nibelungs_motif,strong,0.575,0.5,0.75,0.5,69,78,0
howard_shore,Forty Days and Forty Nights - Howard Shore,Nibelungs_motif,moderate,0.575,0.625,0.875,0.0,36,45,0
ennio_morricone,Here's to you - Ennio Morricone,Nibelungs_motif,strong,0.575,0.5,0.75,0.5,49,58,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Nibelungs_motif,strong,0.575,0.375,0.625,1.0,357,366,0
max_steiner,King Kong March – Max Steiner,Nibelungs_motif,strong,0.575,0.375,0.625,1.0,321,330,0
ennio_morricone,Here's to you - Ennio Morricone,Nibelungs_motif,strong,0.575,0.5,0.75,0.5,89,98,0
ennio_morricone,Here's to you - Ennio Morricone,Nibelungs_motif,strong,0.575,0.5,0.75,0.5,109,118,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,Nibelungs_motif,strong,0.575,0.375,0.625,1.0,158,167,0
howard_shore,The Shire,Nibelungs_motif,strong,0.575,0.5,0.5,0.875,11,20,0
max_steiner,The Adventures of Don Juan Suite,Nibelungs_motif,strong,0.575,0.5,0.5,0.875,309,318,0
erich_wolfgang_korngold,The Sea Hawk – Erich Wolfgang Korngold Leitmotifs,Nibelungs_motif,strong,0.575,0.5,0.5,0.875,175,184,0
max_steiner,King Kong March – Max Steiner,Nibelungs_motif,strong,0.575,0.5,0.75,0.5,284,293,0
ennio_morricone,Malena by Ennio Morricone _ Viola and piano,Nibelungs_motif,strong,0.575,0.5,0.75,0.5,71,80,0
max_steiner,"Now, Voyager Suite – Max Steiner",Nibelungs_motif,strong,0.575,0.5,0.75,0.5,1,10,0
max_steiner,King Kong March – Max Steiner,Nibelungs_motif,strong,0.575,0.375,0.625,1.0,94,103,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Ring_motif,moderate,0.5714,0.2857,0.8571,0.8571,302,310,0
max_steiner,The Caine Mutiny March – Max Steiner,Ring_motif,strong,0.5714,0.4286,0.7143,0.7143,138,146,0
john_williams,Omaha Beach (Saving Private Ryan) by John Williams_,Ring_motif,strong,0.5714,0.5714,0.5714,0.5714,54,62,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Ring_motif,moderate,0.5714,0.2857,0.8571,0.8571,66,74,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ring_motif,strong,0.5714,0.4286,0.7143,0.7143,5036,5044,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ring_motif,moderate,0.5714,0.2857,0.8571,0.8571,3276,3284,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ring_motif,strong,0.5714,0.4286,0.7143,0.7143,2335,2343,0
max_steiner,Gone With The Wind Suite – Max Steiner,Ring_motif,strong,0.5714,0.4286,0.7143,0.7143,232,240,0
max_steiner,The Caine Mutiny March – Max Steiner,Ring_motif,strong,0.5714,0.4286,0.7143,0.7143,272,280,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Ring_motif,moderate,0.5714,0.2857,0.8571,0.8571,7,15,0
ennio_morricone,Ennio Morricone - Poverty,Ring_motif,moderate,0.5714,0.2857,0.8571,0.8571,40,48,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Ring_motif,moderate,0.5714,0.2857,0.8571,0.8571,311,319,0
max_steiner,The Charge of The Light Brigade  -  Overture _ Max Steiner,Ring_motif,strong,0.5714,0.4286,0.7143,0.7143,472,480,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Ring_motif,moderate,0.5714,0.2857,0.8571,0.8571,191,199,0
max_steiner,Main Theme - Gone With The Wind – Max Steiner,Ring_motif,moderate,0.5714,0.5714,0.8571,0.1429,221,229,0
ennio_morricone,Playing Love – The Legend of 1900,Ring_motif,moderate,0.5714,0.2857,0.8571,0.8571,150,158,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Ring_motif,strong,0.5714,0.4286,0.7143,0.7143,386,394,0
max_steiner,Love Theme - The Big Sleep – Max Steiner Love Theme - The Big Sleep,Ring_motif,strong,0.5714,0.4286,0.7143,0.7143,47,55,0
max_steiner,The Caine Mutiny March – Max Steiner,Ring_motif,strong,0.5714,0.4286,0.7143,0.7143,200,208,0
max_steiner,The Caine Mutiny March – Max Steiner,Ring_motif,strong,0.5714,0.4286,0.7143,0.7143,231,239,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Ring_motif,moderate,0.5714,0.2857,0.8571,0.8571,348,356,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Ring_motif,moderate,0.5714,0.2857,0.8571,0.8571,339,347,0
john_williams,Close Encounters of the Third Kind  Suite – John Williams,Horn_motif,moderate,0.57,0.2,0.9,1.0,67,78,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Horn_motif,strong,0.57,0.3,0.8,0.9,214,225,0
john_williams,John Williams - The Hunt (Piano Solo),NibelungsHate_motif,strong,0.5667,0.5,0.5,0.8333,633,646,0
john_williams,Holiday Flight (from Home Alone 2) - John Williams_Joni Leiman (Solo Piano Transcription),NibelungsHate_motif,strong,0.5667,0.5,0.6667,0.5833,181,194,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,Nibelungs_motif,strong,0.5625,0.5,0.625,0.625,67,76,0
john_williams,The Chairman's Walz (from Memoirs of a Geisha),Nibelungs_motif,strong,0.5625,0.5,0.625,0.625,27,36,0
max_steiner,Johnny Belinda Suite – Max Steiner,Nibelungs_motif,strong,0.5625,0.5,0.625,0.625,10,19,0
john_williams,John William - Jurassic Park Theme,Nibelungs_motif,strong,0.5625,0.5,0.625,0.625,440,449,0
ennio_morricone,Gabriel's Oboe from The Mission - Ennio Morricone (Brass Quintet),Nibelungs_motif,strong,0.5625,0.5,0.625,0.625,66,75,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,Nibelungs_motif,strong,0.5625,0.5,0.625,0.625,17,26,0
john_williams,The Tale of Viktor Navorski (John Williams),Nibelungs_motif,strong,0.5625,0.5,0.625,0.625,407,416,0
ennio_morricone,Gabriel's Oboe – Ennio Morricone Gabriel's Oboe – The Falls,Nibelungs_motif,strong,0.5625,0.5,0.625,0.625,86,95,0
howard_shore,The Shire,Nibelungs_motif,strong,0.5625,0.5,0.625,0.625,92,101,0
max_steiner,King Kong March – Max Steiner,Nibelungs_motif,strong,0.5625,0.375,0.75,0.75,32,41,0
ennio_morricone,Love theme - Ennio Morricone,Horn_motif,strong,0.56,0.3,0.7,1.0,101,112,0
ennio_morricone,Ennio Morricone - Poverty,Horn_motif,strong,0.56,0.5,0.5,0.8,29,40,0
max_steiner,The Adventures of Don Juan Suite,Horn_motif,strong,0.56,0.4,0.6,0.9,186,197,0
ennio_morricone,Love theme - Ennio Morricone,Horn_motif,strong,0.56,0.3,0.7,1.0,2,13,0
ennio_morricone,Cinema Paradiso (Morricone),Horn_motif,strong,0.56,0.3,0.7,1.0,2,13,0
ennio_morricone,Love theme - Ennio Morricone,Horn_motif,strong,0.56,0.3,0.7,1.0,50,61,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Horn_motif,strong,0.56,0.4,0.6,0.9,108,119,0
john_williams,John Williams - The Hunt (Piano Solo),Horn_motif,strong,0.56,0.4,0.6,0.9,549,560,0
erich_wolfgang_korngold,The Sea Hawk – Erich Wolfgang Korngold Leitmotifs,Horn_motif,strong,0.56,0.4,0.6,0.9,135,146,0
john_williams,Somewhere In My Memory by John Williams,Horn_motif,strong,0.56,0.4,0.6,0.9,252,263,0
john_williams,John Williams - Schindler's List (Main Theme) (for violin and piano),Horn_motif,strong,0.56,0.4,0.6,0.9,120,131,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Horn_motif,strong,0.56,0.4,0.6,0.9,379,390,0
max_steiner,Gone With The Wind Suite – Max Steiner,Horn_motif,strong,0.56,0.3,0.9,0.7,1193,1204,0
john_williams,Flying Theme E. T. - John Williams,Horn_motif,strong,0.56,0.4,0.6,0.9,313,324,0
erich_wolfgang_korngold,Wedding March from _Midsummer Nigt's Dream_ (F.Mendelssohn),Horn_motif,strong,0.56,0.4,0.8,0.6,138,149,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Horn_motif,strong,0.56,0.3,0.7,1.0,276,287,0
john_williams,Flying Theme E. T. - John Williams,Horn_motif,strong,0.56,0.4,0.6,0.9,164,175,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Horn_motif,strong,0.56,0.3,0.7,1.0,138,149,0
john_williams,John Williams - The Hunt (Piano Solo),NibelungsHate_motif,strong,0.5583,0.5,0.5833,0.6667,651,664,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,NibelungsHate_motif,strong,0.5583,0.5,0.75,0.4167,17,30,0
erich_wolfgang_korngold,[WIP] [Piano Arr.] Suite from The Sea Hawk – Erich Korngold,NibelungsHate_motif,strong,0.5583,0.4167,0.6667,0.75,91,104,0
howard_shore,The Shire,NibelungsHate_motif,strong,0.5583,0.4167,0.6667,0.75,93,106,0
john_williams,John William - Jurassic Park Theme,Ring_motif,strong,0.5571,0.4286,0.5714,0.8571,616,624,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,132,140,0
john_williams,Omaha Beach (Saving Private Ryan) by John Williams_,Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,7,15,0
ennio_morricone,Playing Love – The Legend of 1900,Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,137,145,0
ennio_morricone,L'Ultima Diligenza di Red Rock for Piano,Ring_motif,strong,0.5571,0.4286,0.5714,0.8571,90,98,0
max_steiner,The Adventures of Don Juan Suite,Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,14,22,0
john_williams,Helena's Theme – John Williams (from Indiana Jones And The Dial Of Destiny),Ring_motif,strong,0.5571,0.4286,0.5714,0.8571,65,73,0
max_steiner,The Adventures of Don Juan Suite,Ring_motif,strong,0.5571,0.4286,0.5714,0.8571,384,392,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,341,349,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,14,22,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,168,176,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,177,185,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,247,255,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,256,264,0
howard_shore,The Three Hunters – Howard Shore,Ring_motif,strong,0.5571,0.4286,0.8571,0.4286,15,23,0
john_williams,Hymn To The Fallen (Saving Private Ryan) Organ Cover,Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,246,254,0
howard_shore,Over the Misty Mountains Cold (from J. R. R. Tolkien's book The Hobbit),Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,5,13,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Ring_motif,strong,0.5571,0.4286,0.8571,0.4286,62,70,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Ring_motif,strong,0.5571,0.4286,0.5714,0.8571,9,17,0
erich_wolfgang_korngold,The Adventures of Robin Hood – Erich Wolfgang Korngold Feast in The  Forest,Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,329,337,0
john_williams,John William - Jurassic Park Theme,Ring_motif,strong,0.5571,0.4286,0.5714,0.8571,588,596,0
john_williams,John William - Jurassic Park Theme,Ring_motif,strong,0.5571,0.4286,0.5714,0.8571,473,481,0
john_williams,John William - Jurassic Park Theme,Ring_motif,strong,0.5571,0.4286,0.5714,0.8571,444,452,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,291,299,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,275,283,0
erich_wolfgang_korngold,Captain Blood Overture – Erich Wolfgang Korngold Captain Blood Overture,Ring_motif,strong,0.5571,0.4286,0.8571,0.4286,506,514,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Ring_motif,moderate,0.5571,0.2857,0.7143,1.0,258,266,0
erich_wolfgang_korngold,Korngold_ Love Scene from The Adventures of Robin Hood (1938),Ring_motif,strong,0.5571,0.4286,0.5714,0.8571,31,39,0
howard_shore,La comarca – Howard Shore,Ring_motif,strong,0.5571,0.4286,0.8571,0.4286,111,119,0
john_williams,John William - Jurassic Park Theme,Ring_motif,strong,0.5571,0.4286,0.5714,0.8571,666,674,0
ennio_morricone,Ennio Morricone - Poverty,Ring_motif,strong,0.5571,0.4286,0.5714,0.8571,29,37,0
max_steiner,The Charge of The Light Brigade  -  Overture _ Max Steiner,Ring_motif,strong,0.5571,0.4286,0.8571,0.4286,190,198,0
